id_police,age_conducteur,genre,ville,categorie_socioprofessionnelle,anciennete_permis_ans,marque_vehicule,age_vehicule_ans,puissance_fiscale_cv,usage_vehicule,km_annuels_estimes,formule_assurance,coefficient_bonus_malus,nb_sinistres_anterieurs,prime_annuelle_ttc_mad,sinistre_declare,montant_sinistre_mad
POL-00380,39,Homme,Rabat,Employe,20.0,Peugeot,16.0,7.0,Personnel,30000.0,RC,0.81,1,1000.16,0,0.0
POL-00381,200,Homme,Agadir,Employe,50.0,Dacia,15.0,7.0,Domicile_Travail,,RC,1.2,1,1057.61,0,0.0
POL-00382,39,Homme,Rabat,Retraite,20.0,Dacia,1.0,10.0,Domicile_Travail,,RC,1.1,0,998.55,1,2655.22
POL-00383,63,Homme,Marrakech,Etudiant,45.0,Volkswagen,3.0,8.0,Personnel,20000.0,Tous_Risques,1.26,1,1330.64,0,0.0
POL-00384,47,Homme,Marrakech,Independant,25.0,Peugeot,6.0,6.0,Personnel,500000.0,Tiers_Etendu,0.95,1,948.33,0,0.0
POL-00385,55,Femme,Casablanca,Independant,36.0,Renault,1.0,7.0,Domicile_Travail,,RC,0.88,0,800.0,0,0.0
POL-00386,55,Homme,Rabat,Commercant,34.0,Renault,5.0,5.0,Domicile_Travail,15000.0,Tous_Risques,0.65,0,1044.35,0,0.0
POL-00387,62,Homme,Rabat,Retraite,42.0,Volkswagen,16.0,11.0,Professionnel,30000.0,RC,0.9,0,1317.23,0,0.0
POL-00388,68,Homme,Casablanca,Commercant,48.0,Toyota,6.0,7.0,Personnel,25000.0,tiers etendu,0.82,1,825.53,0,0.0
POL-00389,71,Femme,Casablanca,,50.0,Renault,4.0,7.0,Professionnel,,RC,1.01,0,1025.21,0,0.0
POL-00390,25,Femme,Agadir,Cadre,5.0,Dacia,4.0,7.0,Personnel,20000.0,Tiers_Etendu,0.63,3,897.41,0,0.0
POL-00391,44,Femme,Casablanca,Independant,24.0,Renault,19.0,8.0,Personnel,15000.0,RC,0.86,0,1054.95,0,0.0
POL-00392,44,Homme,Marrakech,Independant,26.0,Ford,15.0,8.0,Professionnel,20000.0,RC,0.54,1,1072.37,0,0.0
POL-00393,51,Homme,Casablanca,Employe,30.0,Hyundai,18.0,8.0,Personnel,20000.0,RC,0.92,0,1121.27,0,0.0
POL-00394,38,Homme,Meknes,Cadre,17.0,Peugeot,8.0,6.0,Domicile_Travail,15000.0,RC,0.99,1,868.98,0,0.0
POL-00395,47,Homme,Casablanca,Etudiant,29.0,Hyundai,4.0,6.0,Personnel,20000.0,Tous_Risques,0.53,1,1006.32,0,0.0
POL-00396,50,Homme,Rabat,Cadre,32.0,Renault,7.0,5.0,Domicile_Travail,25000.0,RC,0.58,1,800.0,0,0.0
POL-00397,45,Homme,Agadir,Independant,25.0,Volkswagen,8.0,8.0,Professionnel,10000.0,RC,0.59,1,933.44,0,0.0
POL-00398,64,Homme,Agadir,Retraite,42.0,Peugeot,4.0,4.0,Personnel,15000.0,Tiers_Etendu,0.81,2,917.51,0,0.0
POL-00399,50,Homme,Casablanca,Employe,30.0,Dacia,9.0,8.0,Domicile_Travail,15000.0,Tous_Risques,,0,1177.23,0,0.0
POL-00400,22,homme,Agadir,Employe,4.0,Dacia,,9.0,Personnel,20000.0,Tous_Risques,1.13,0,1165.84,0,0.0
POL-00401,65,Homme,Rabat,Independant,44.0,Peugeot,8.0,10.0,Domicile_Travail,10000.0,Tiers_Etendu,0.94,1,1211.85,0,0.0
POL-00402,36,Homme,RABAT,Etudiant,16.0,Ford,10.0,7.0,Personnel,20000.0,RC,0.97,0,883.43,0,0.0
POL-00403,21,Femme,Casablanca,Commercant,0.0,Renault,,7.0,Personnel,30000.0,Tous_Risques,0.53,0,1086.19,0,0.0
POL-00404,52,Homme,Casablanca,Retraite,32.0,Ford,1.0,5.0,Personnel,15000.0,Tiers_Etendu,1.11,0,904.08,0,0.0
POL-00405,66,Femme,Tanger,Cadre,47.0,Toyota,5.0,8.0,Personnel,30000.0,RC,0.98,0,810.48,0,0.0
POL-00406,34,Homme,Marrakech,Commercant,14.0,Renault,13.0,9.0,Professionnel,40000.0,Tous_Risques,0.71,0,1531.06,0,0.0
POL-00407,61,Homme,Rabat,Independant,,Dacia,0.0,6.0,Personnel,10000.0,RC,0.54,1,800.0,0,0.0
POL-00408,45,Femme,Tanger,Etudiant,24.0,Dacia,17.0,7.0,Personnel,10000.0,Tous_Risques,0.83,0,1391.59,0,0.0
POL-00409,47,Femme,Tanger,Cadre,26.0,Toyota,6.0,9.0,Personnel,30000.0,Tous_Risques,0.76,0,1254.11,0,0.0
POL-00410,46,Femme,Casablanca,Independant,28.0,Dacia,0.0,10.0,Personnel,30000.0,Tiers_Etendu,0.77,0,919.03,0,0.0
POL-00411,63,Homme,Fes,Commercant,44.0,Renault,0.0,6.0,Domicile_Travail,10000.0,Tous_Risques,0.71,2,1053.11,0,0.0
POL-00412,70,Homme,Casablanca,Employe,50.0,Peugeot,0.0,8.0,Professionnel,5000.0,Tous_Risques,0.99,3,1346.3,1,1237.39
POL-00413,23,Homme,Tanger,Cadre,3.0,Toyota,3.0,6.0,Personnel,10000.0,RC,0.5,1,800.0,1,1397.82
POL-00414,52,Homme,Fes,Etudiant,34.0,Dacia,3.0,5.0,Domicile_Travail,40000.0,RC,1.14,0,800.0,0,0.0
POL-00415,58,Femme,Oujda,Cadre,40.0,Peugeot,17.0,10.0,Domicile_Travail,10000.0,RC,10.5,2,1159.44,0,0.0
POL-00416,54,Homme,Casablanca,,35.0,Peugeot,10.0,9.0,Personnel,15000.0,RC,0.89,1,935.9,0,0.0
POL-00417,41,Femme,Casablanca,Employe,21.0,Peugeot,,9.0,Domicile_Travail,,Tous_Risques,0.82,1,1131.07,0,0.0
POL-00418,46,Homme,Casablanca,Etudiant,24.0,Volkswagen,9.0,4.0,Domicile_Travail,5000.0,RC,1.07,1,800.0,0,0.0
POL-00419,66,Homme,Casablanca,Independant,44.0,Dacia,8.0,9.0,Domicile_Travail,20000.0,RC,0.84,0,990.82,0,0.0
POL-00420,63,Homme,Casablanca,Independant,42.0,Volkswagen,3.0,7.0,Professionnel,15000.0,Tiers_Etendu,0.79,0,1045.42,1,1391.24
POL-00421,70,Femme,Meknes,Employe,50.0,Toyota,,7.0,Personnel,,Tous_Risques,1.08,0,1269.23,0,0.0
POL-00422,48,Femme,Casablanca,Commercant,27.0,Hyundai,15.0,7.0,Professionnel,15000.0,RC,1.27,0,1327.43,0,0.0
POL-00423,52,Femme,Casablanca,Commercant,33.0,Toyota,1.0,5.0,Domicile_Travail,20000.0,RC,0.66,1,800.0,0,0.0
POL-00424,50,Femme,Tanger,Etudiant,28.0,Peugeot,17.0,9.0,Personnel,,RC,0.93,2,1096.19,0,0.0
POL-00425,69,Femme,Rabat,Retraite,50.0,Dacia,9.0,8.0,Domicile_Travail,10000.0,Tiers_Etendu,0.63,1,942.67,0,0.0
POL-00426,38,Femme,Tanger,Cadre,19.0,Hyundai,16.0,6.0,Personnel,5000.0,RC,0.95,0,956.41,0,0.0
POL-00427,49,Homme,Casablanca,Independant,30.0,Peugeot,12.0,6.0,Professionnel,15000.0,Tiers_Etendu,,0,1206.73,0,0.0
POL-00428,40,Homme,Marrakech,Cadre,22.0,Hyundai,17.0,6.0,Domicile_Travail,15000.0,RC,1.09,0,1026.24,0,0.0
POL-00429,50,Homme,Casablanca,Commercant,31.0,Renault,12.0,5.0,Personnel,25000.0,RC,0.83,0,847.34,1,2250.73
POL-00430,20,Femme,Casablanca,Employe,2.0,Ford,,8.0,Personnel,25000.0,Tous_Risques,0.86,0,1436.26,0,0.0
POL-00431,35,Femme,Meknes,Employe,17.0,Hyundai,4.0,9.0,Domicile_Travail,15000.0,RC,1.18,1,1003.1,0,0.0
POL-00432,42,Homme,Casablanca,Employe,22.0,Dacia,10.0,4.0,Personnel,20000.0,RC,0.7,0,800.0,0,0.0
POL-00433,59,Femme,Marrakech,Commercant,38.0,Peugeot,6.0,4.0,Personnel,20000.0,RC,0.99,3,800.0,0,0.0
POL-00434,48,Femme,Rabat,Employe,29.0,Toyota,9.0,8.0,Personnel,25000.0,Tiers_Etendu,0.72,0,981.81,0,0.0
POL-00435,71,Homme,Rabat,Independant,50.0,Volkswagen,16.0,9.0,Personnel,15000.0,Tiers_Etendu,1.09,1,1256.77,0,0.0
POL-00436,20,Homme,Meknes,Employe,0.0,Peugeot,14.0,6.0,Personnel,15000.0,RC,1.21,0,914.14,0,0.0
POL-00437,57,Femme,Casablanca,Cadre,37.0,Ford,17.0,7.0,Personnel,15000.0,RC,0.8,0,919.54,0,0.0
POL-00438,63,Homme,Fes,Independant,43.0,Renault,,8.0,Personnel,20000.0,RC,0.5,1,926.58,0,0.0
POL-00439,41,Femme,Oujda,Employe,19.0,Peugeot,1.0,6.0,Domicile_Travail,,Tiers_Etendu,0.71,1,812.71,0,0.0
POL-00440,67,Homme,Marrakech,Employe,,Ford,3.0,4.0,Domicile_Travail,15000.0,Tous_Risques,1.34,0,1182.29,0,0.0
POL-00441,49,Femme,Meknes,Independant,27.0,Ford,2.0,8.0,Personnel,10000.0,Tiers_Etendu,,0,908.74,0,0.0
POL-00442,64,Femme,Casablanca,,46.0,Toyota,100.0,8.0,Personnel,20000.0,Tiers_Etendu,1.2,0,1132.4,0,0.0
POL-00443,39,Femme,Rabat,Cadre,20.0,Volkswagen,17.0,8.0,Domicile_Travail,10000.0,RC,0.73,1,973.11,0,0.0
POL-00444,40,Homme,Casablanca,Employe,19.0,Dacia,9.0,8.0,Personnel,10000.0,RC,0.72,2,873.1,0,0.0
POL-00445,19,Femme,Tanger,Retraite,1.0,Ford,6.0,8.0,Personnel,15000.0,RC,1.01,0,935.55,1,2472.42
POL-00446,44,Femme,Oujda,Commercant,25.0,Renault,7.0,6.0,Personnel,10000.0,RC,0.98,0,912.63,0,0.0
POL-00447,59,Homme,Casablanca,Independant,40.0,Dacia,5.0,7.0,Domicile_Travail,20000.0,RC,1.02,2,835.27,0,0.0
POL-00448,19,Femme,Fes,Commercant,0.0,Renault,0.0,5.0,Domicile_Travail,15000.0,Tiers_Etendu,,0,812.21,0,0.0
POL-00449,43,Homme,Casablanca,Cadre,23.0,Peugeot,3.0,5.0,Domicile_Travail,15000.0,Tiers_Etendu,1.06,1,956.46,0,0.0
POL-00450,34,Homme,Marrakech,Employe,16.0,Renault,13.0,8.0,Domicile_Travail,-1000.0,Tous_Risques,1.04,0,1305.02,0,0.0
POL-00451,57,Homme,Rabat,Independant,37.0,Renault,,9.0,Domicile_Travail,10000.0,RC,1.08,0,1223.89,0,0.0
POL-00452,50,Homme,Oujda,Cadre,31.0,Dacia,19.0,11.0,Personnel,10000.0,Tiers_Etendu,0.73,0,1352.95,0,0.0
POL-00453,26,Homme,Marrakech,Employe,6.0,Renault,17.0,8.0,Domicile_Travail,30000.0,Tous_Risques,1.06,0,1357.43,0,0.0
POL-00454,60,Femme,Rabat,Employe,,Hyundai,10.0,6.0,Personnel,15000.0,Tiers_Etendu,0.75,0,983.57,0,0.0
POL-00455,71,Homme,Casablanca,Employe,50.0,Peugeot,,5.0,Domicile_Travail,15000.0,RC,0.82,1,812.78,0,0.0
POL-00456,65,Femme,Casablanca,Retraite,46.0,Renault,8.0,9.0,Domicile_Travail,5000.0,RC,0.81,1,903.13,0,0.0
POL-00457,56,Homme,Casablanca,Cadre,38.0,Toyota,14.0,8.0,Domicile_Travail,15000.0,RC,0.65,1,942.53,0,0.0
POL-00458,46,Homme,Casablanca,Commercant,,Ford,11.0,8.0,Personnel,20000.0,RC,0.5,1,887.52,0,0.0
POL-00459,59,Homme,Agadir,Cadre,39.0,Toyota,9.0,9.0,Personnel,20000.0,Tous_Risques,1.09,0,1348.71,0,0.0
POL-00460,72,Femme,Marrakech,Retraite,50.0,Renault,18.0,8.0,Domicile_Travail,20000.0,RC,0.71,0,980.38,0,0.0
POL-00461,43,Homme,Marrakech,Cadre,22.0,Toyota,18.0,9.0,Domicile_Travail,10000.0,RC,0.8,1,1088.61,0,0.0
POL-00462,52,Homme,Casablanca,Employe,,Dacia,5.0,5.0,Domicile_Travail,10000.0,Tous_Risques,0.7,0,1063.6,1,4937.04
POL-00463,67,Homme ,Agadir,Independant,45.0,Dacia,19.0,8.0,Personnel,25000.0,Tous_Risques,0.8,0,1344.64,1,2801.61
POL-00464,42,Homme,Tanger,Independant,21.0,Renault,5.0,9.0,Domicile_Travail,30000.0,Tiers_Etendu,0.75,0,1096.18,0,0.0
POL-00465,41,Homme,Casablanca,Employe,22.0,Volkswagen,7.0,6.0,Domicile_Travail,10000.0,Tiers_Etendu,1.11,0,995.83,0,0.0
POL-00466,30,Homme,Fes,Employe,11.0,Renault,,8.0,Professionnel,15000.0,RC,0.73,0,987.23,0,0.0
POL-00467,24,F,Marrakech,Employe,4.0,Dacia,16.0,6.0,Domicile_Travail,10000.0,RC,1.19,1,1059.59,0,0.0
POL-00468,74,Homme,Casablanca,Employe,50.0,Dacia,16.0,11.0,Domicile_Travail,5000.0,RC,1.08,2,1234.32,0,0.0
POL-00469,53,Femme,Rabat,Employe,33.0,Volkswagen,14.0,4.0,Domicile_Travail,15000.0,Tiers_Etendu,0.76,2,916.8,0,0.0
POL-00470,62,Homme,Marrakech,Commercant,41.0,Hyundai,6.0,8.0,Domicile_Travail,10000.0,Tous_Risques,0.91,2,1146.81,0,0.0
POL-00471,37,Femme,Casablanca,Employe,16.0,Renault,18.0,6.0,Professionnel,20000.0,RC,0.95,2,1193.93,0,0.0
POL-00472,18,Femme,Meknes,Employe,0.0,Hyundai,,8.0,Personnel,20000.0,Tiers_Etendu,1.02,0,1005.14,0,0.0
POL-00473,25,Femme,Agadir,Commercant,5.0,Peugeot,10.0,6.0,Personnel,,RC,1.04,0,854.1,0,0.0
POL-00474,63,Homme,Fes,Retraite,45.0,Hyundai,19.0,6.0,Professionnel,5000.0,Tiers_Etendu,0.89,1,1387.9,0,0.0
POL-00475,33,Femme,Rabat,Commercant,11.0,Renault,18.0,7.0,Domicile_Travail,25000.0,RC,0.66,0,945.42,0,0.0
POL-00476,31,Homme,Rabat,Cadre,13.0,Ford,,10.0,Domicile_Travail,10000.0,RC,0.98,0,973.55,0,0.0
POL-00477,29,Homme,Fes,Cadre,8.0,Renault,9.0,6.0,Personnel,20000.0,Tous_Risques,0.8,0,1194.25,0,0.0
POL-00478,68,Homme,Marrakech,Retraite,,Toyota,1.0,5.0,Personnel,15000.0,Tiers_Etendu,0.5,0,800.0,0,0.0
POL-00479,40,Femme,Casablanca,Employe,18.0,Dacia,0.0,9.0,Domicile_Travail,20000.0,Tiers_Etendu,0.93,0,953.18,0,0.0
POL-00480,32,Femme,Marrakech,Cadre,13.0,Renault,15.0,7.0,Domicile_Travail,15000.0,RC,0.7,0,976.67,0,0.0
POL-00481,45,Femme,Agadir,Commercant,24.0,Renault,17.0,,Personnel,10000.0,RC,0.76,0,1195.16,0,0.0
POL-00482,51,Homme,Rabat,Commercant,30.0,Peugeot,16.0,5.0,Personnel,10000.0,RC,0.85,2,840.5,0,0.0
POL-00483,19,Homme,Casablanca,Commercant,0.0,Dacia,,8.0,Domicile_Travail,10000.0,Tous_Risques,0.54,0,1097.82,0,0.0
POL-00484,49,Femme,Tanger,Employe,28.0,Volkswagen,13.0,6.0,Personnel,15000.0,Tous_Risques,0.88,2,1265.85,0,0.0
POL-00485,40,Homme,Casablanca,Cadre,18.0,Dacia,14.0,6.0,Professionnel,20000.0,RC,0.79,0,1201.01,0,0.0
POL-00486,39,Homme,Casablanca,Retraite,20.0,Toyota,13.0,8.0,Personnel,15000.0,RC,0.67,0,879.31,0,0.0
POL-00487,68,Homme,Casablanca,Employe,46.0,Volkswagen,2.0,8.0,Domicile_Travail,5000.0,Tous_Risques,0.86,0,1111.02,0,0.0
POL-00488,42,Homme,Rabat,Independant,21.0,Hyundai,,9.0,Professionnel,20000.0,RC,0.51,0,1135.68,0,0.0
POL-00489,39,Homme,Tanger,Independant,18.0,Toyota,11.0,6.0,Domicile_Travail,20000.0,Tiers_Etendu,0.87,1,1077.07,1,21648.85
POL-00490,39,Homme,Marrakech,Commercant,17.0,Hyundai,1.0,,Personnel,40000.0,tiers etendu,0.94,1,800.0,0,0.0
POL-00491,66,Homme,Casablanca,Employe,44.0,Renault,2.0,7.0,Domicile_Travail,20000.0,Tous_Risques,0.91,1,1090.49,0,0.0
POL-00492,69,Homme,Agadir,Employe,47.0,Volkswagen,17.0,12.0,Personnel,15000.0,Tiers_Etendu,,2,1399.55,1,650.71
POL-00493,59,Femme,Agadir,Commercant,39.0,Renault,0.0,6.0,Personnel,20000.0,Tous_Risques,1.08,0,1129.41,0,0.0
POL-00494,23,Homme,Agadir,Etudiant,2.0,Hyundai,19.0,6.0,Professionnel,30000.0,Tous_Risques,0.83,0,1577.55,0,0.0
POL-00495,32,Homme,Casablanca,Retraite,11.0,Toyota,5.0,7.0,Domicile_Travail,25000.0,RC,1.07,0,880.6,0,0.0
POL-00496,71,Femme,Rabat,Cadre,50.0,Renault,4.0,,Domicile_Travail,15000.0,Tous_Risques,0.83,0,1191.45,0,0.0
POL-00497,60,Homme,Oujda,Cadre,38.0,Renault,0.0,6.0,Personnel,10000.0,Tous_Risques,0.71,0,997.74,0,0.0
POL-00498,54,Femme,Tanger,Retraite,35.0,Peugeot,18.0,10.0,Personnel,,RC,0.77,0,1035.78,0,0.0
POL-00499,50,Femme,Casablanca,Independant,28.0,Volkswagen,0.0,6.0,Personnel,15000.0,RC,0.9,0,99999.0,0,0.0
POL-00500,25,Homme,Casablanca,Etudiant,,Ford,15.0,10.0,Domicile_Travail,25000.0,RC,1.07,0,1149.14,0,0.0
POL-00501,70,Homme,Rabat,Employe,50.0,Peugeot,11.0,5.0,Domicile_Travail,15000.0,Tiers_Etendu,0.85,0,947.81,0,0.0
POL-00502,61,Femme,Meknes,Commercant,40.0,Hyundai,7.0,8.0,Domicile_Travail,5000.0,RC,0.72,1,800.0,0,0.0
POL-00503,61,Femme,Marrakech,Independant,39.0,Ford,,10.0,Domicile_Travail,20000.0,Tiers_Etendu,1.14,1,1260.25,0,0.0
POL-00504,22,Homme,Marrakech,Independant,1.0,Dacia,0.0,6.0,Personnel,,RC,,1,800.0,1,3557.91
POL-00505,56,Homme,Casablanca,Employe,38.0,Renault,3.0,11.0,Personnel,15000.0,Tous_Risques,0.72,1,1297.64,0,0.0
POL-00506,21,FEMME,Fes,Cadre,0.0,Toyota,,7.0,Personnel,20000.0,RC,1.03,0,1008.11,0,0.0
POL-00507,23,Femme,Agadir,Commercant,4.0,Volkswagen,10.0,10.0,Personnel,15000.0,RC,,0,1100.81,0,0.0
POL-00508,62,Homme,Rabat,Employe,43.0,Volkswagen,16.0,8.0,Personnel,,Tiers_Etendu,0.95,0,1159.16,0,0.0
POL-00509,49,Femme,Tanger,Employe,27.0,Peugeot,6.0,6.0,Professionnel,25000.0,Tiers_Etendu,0.9,1,1131.37,1,3594.65
POL-00510,69,Homme,Oujda,Retraite,48.0,Dacia,,6.0,Personnel,20000.0,RC,0.79,1,800.0,0,0.0
POL-00511,47,Homme,Casablanca,Employe,25.0,Peugeot,6.0,6.0,Professionnel,20000.0,RC,0.96,0,1057.39,0,0.0
POL-00512,64,Homme,Marrakech,Etudiant,44.0,Renault,11.0,5.0,Personnel,30000.0,RC,,0,935.88,0,0.0
POL-00513,52,Homme,Casablanca,Cadre,33.0,Renault,,5.0,Professionnel,15000.0,Tous_Risques,0.7,3,1335.37,0,0.0
POL-00514,72,Homme,Tanger,Independant,50.0,Volkswagen,1.0,5.0,Domicile_Travail,15000.0,Tous_Risques,0.79,0,942.4,0,0.0
POL-00515,57,Homme,Marrakech,Retraite,37.0,Dacia,,,Professionnel,25000.0,Tiers_Etendu,0.68,1,1279.32,0,0.0
POL-00516,69,Homme,Fes,Cadre,47.0,Volkswagen,,9.0,Personnel,10000.0,Tous_Risques,0.85,0,1360.9,0,0.0
POL-00517,33,Femme,Tanger,Cadre,12.0,Peugeot,3.0,5.0,Domicile_Travail,15000.0,tiers etendu,0.88,0,1075.75,0,0.0
POL-00518,30,Homme,Rabat,Employe,9.0,Hyundai,13.0,5.0,Professionnel,25000.0,RC,1.18,1,1228.41,0,0.0
POL-00519,67,Homme,Meknes,Cadre,46.0,Dacia,13.0,8.0,Personnel,,Tous_Risques,0.73,1,1215.68,0,0.0
POL-00520,59,Femme,Marrakech,Independant,38.0,Renault,,6.0,Personnel,15000.0,Tous_Risques,0.81,1,1188.28,1,1334.39
POL-00521,47,Femme,Casablanca,Retraite,29.0,Dacia,6.0,5.0,Personnel,10000.0,RC,,0,811.91,0,0.0
POL-00522,36,Femme,Fes,Employe,16.0,Fiat,18.0,6.0,Professionnel,,RC,1.21,0,1276.17,0,0.0
POL-00523,34,Femme,Tanger,Employe,14.0,Volkswagen,1.0,10.0,Domicile_Travail,15000.0,RC,0.94,1,879.25,0,0.0
POL-00524,73,Homme,Rabat,Employe,50.0,Peugeot,9.0,9.0,Domicile_Travail,10000.0,RC,0.8,0,1058.04,0,0.0
POL-00525,36,Homme,Agadir,Independant,18.0,Renault,17.0,7.0,Personnel,25000.0,Tous_Risques,0.76,0,1297.49,0,0.0
POL-00526,45,Femme,Fès,Cadre,24.0,Ford,16.0,8.0,Personnel,10000.0,Tiers_Etendu,0.5,2,1032.46,0,0.0
POL-00527,72,Femme,Casablanca,Commercant,50.0,Renault,4.0,7.0,Domicile_Travail,15000.0,Tous_Risques,0.66,0,1094.22,0,0.0
POL-00528,43,Homme,Oujda,,22.0,Dacia,11.0,8.0,Personnel,,Tous_Risques,0.87,0,1344.54,0,0.0
POL-00529,54,Femme,Casablanca,Commercant,35.0,Hyundai,5.0,8.0,Domicile_Travail,40000.0,Tiers_Etendu,0.81,1,951.73,0,0.0
POL-00530,43,Homme,Casablanca,Employe,24.0,Fiat,8.0,8.0,Professionnel,15000.0,Tiers_Etendu,0.97,4,1273.65,0,0.0
POL-00531,70,Homme,Casablanca,Independant,48.0,Dacia,19.0,6.0,Personnel,5000.0,RC,0.81,0,1017.96,1,1197.09
POL-00532,40,Homme,Meknes,Cadre,19.0,Renault,0.0,4.0,Domicile_Travail,10000.0,RC,0.7,0,800.0,0,0.0
POL-00533,26,Homme,Fes,Cadre,6.0,Ford,14.0,7.0,Personnel,20000.0,Tiers_Etendu,0.92,1,1126.88,0,0.0
POL-00534,29,Homme,Casablanca,Etudiant,7.0,Dacia,5.0,10.0,Domicile_Travail,20000.0,RC,1.35,1,1200.92,0,0.0
POL-00535,70,Homme,Rabat,Independant,50.0,Dacia,18.0,8.0,Personnel,15000.0,RC,0.79,1,1126.03,0,0.0
POL-00536,18,Femme,Fes,Cadre,0.0,Hyundai,17.0,9.0,Domicile_Travail,15000.0,Tous_Risques,0.88,0,1358.69,0,0.0
POL-00537,18,Homme,Casablanca,Employe,0.0,Ford,5.0,12.0,Personnel,5000.0,Tiers_Etendu,1.02,0,1126.4,0,0.0
POL-00538,64,Homme,Meknes,Employe,43.0,Peugeot,12.0,6.0,Personnel,,RC,0.74,1,881.79,0,0.0
POL-00539,51,Femme,Agadir,Employe,32.0,Fiat,0.0,8.0,Domicile_Travail,15000.0,Tiers_Etendu,1.1,2,1068.27,0,0.0
POL-00540,49,Femme,Marrakech,Employe,27.0,Toyota,12.0,8.0,Personnel,10000.0,Tous_Risques,0.53,2,1197.76,0,0.0
POL-00541,71,Femme,Oujda,Cadre,50.0,Dacia,6.0,11.0,Domicile_Travail,,RC,0.77,0,935.89,0,0.0
POL-00542,65,Femme,Rabat,Employe,47.0,Fiat,14.0,,Personnel,10000.0,RC,0.79,0,1085.99,0,0.0
POL-00543,42,Femme,Oujda,Independant,23.0,Peugeot,11.0,8.0,Domicile_Travail,10000.0,Tous_Risques,0.88,0,1240.6,0,0.0
POL-00544,57,Homme,Fes,Commercant,36.0,Renault,0.0,6.0,Personnel,,RC,0.5,3,800.0,0,0.0
POL-00545,62,Homme,Fes,Independant,42.0,Hyundai,,9.0,Domicile_Travail,10000.0,RC,1.12,1,1086.94,0,0.0
POL-00546,70,Homme,Casablanca,Cadre,50.0,Renault,3.0,5.0,Personnel,10000.0,Tiers_Etendu,0.93,0,889.09,0,0.0
POL-00547,18,Homme,Meknes,Retraite,0.0,Dacia,12.0,9.0,Personnel,10000.0,Tous_Risques,1.07,0,1319.71,0,0.0
POL-00548,33,Homme,Rabat,Etudiant,15.0,Dacia,4.0,10.0,Personnel,,RC,1.17,0,1061.11,0,0.0
POL-00549,56,Femme,Casablanca,,34.0,Peugeot,1.0,7.0,Domicile_Travail,25000.0,RC,0.7,0,800.0,0,0.0
POL-00550,22,Homme,Casablanca,Etudiant,0.0,Volkswagen,0.0,8.0,Personnel,10000.0,RC,0.5,1,800.0,0,0.0
POL-00551,39,Homme,Marrakech,Retraite,19.0,Hyundai,15.0,7.0,Professionnel,,Tous_Risques,1.08,1,1591.95,0,0.0
POL-00552,46,Homme,Marrakech,Commercant,,Fiat,5.0,7.0,Professionnel,10000.0,RC,0.79,0,992.24,0,0.0
POL-00553,72,Femme,Tanger,Employe,50.0,Renault,15.0,6.0,Personnel,15000.0,Tiers_Etendu,0.62,0,978.49,1,4281.23
POL-00554,20,Homme,Meknes,Commercant,0.0,Renault,13.0,9.0,Domicile_Travail,5000.0,Tous_Risques,0.97,2,1250.85,0,0.0
POL-00555,29,Femme,Casablanca,,8.0,Dacia,2.0,10.0,Personnel,20000.0,RC,1.34,0,998.98,0,0.0
POL-00556,43,Homme,Tanger,Independant,24.0,Dacia,14.0,10.0,Personnel,20000.0,Tous_Risques,0.83,0,1424.12,0,0.0
POL-00557,33,Homme,Casablanca,Commercant,,Renault,2.0,6.0,Domicile_Travail,30000.0,Tous_Risques,1.04,2,1104.57,1,6238.28
POL-00558,68,Homme,Fès,Cadre,49.0,Volkswagen,1.0,10.0,Domicile_Travail,10000.0,Tous_Risques,0.65,1,1148.92,0,0.0
POL-00559,54,Femme,Agadir,Employe,33.0,Ford,0.0,8.0,Domicile_Travail,,RC,,1,800.0,0,0.0
POL-00560,39,Homme,Marrakech,Retraite,21.0,Fiat,8.0,6.0,Personnel,25000.0,Tiers_Etendu,1.03,0,1015.12,0,0.0
POL-00561,74,Femme,Tanger,Commercant,50.0,Renault,8.0,5.0,Personnel,500000.0,Tous_Risques,,0,1053.16,0,0.0
POL-00562,46,Homme,Rabat,Commercant,26.0,Ford,6.0,6.0,Personnel,15000.0,Tous_Risques,0.76,0,1098.76,0,0.0
POL-00563,31,Homme,Rabat,Employe,13.0,Renault,2.0,10.0,Domicile_Travail,10000.0,RC,1.19,0,991.97,0,0.0
POL-00564,45,Femme,Agadir,Employe,25.0,Dacia,17.0,8.0,Domicile_Travail,10000.0,Tous_Risques,0.5,1,1233.73,0,0.0
POL-00565,22,Femme,Rabat,Etudiant,0.0,Ford,10.0,8.0,Domicile_Travail,15000.0,RC,10.5,0,886.74,0,0.0
POL-00566,64,Femme,Rabat,Independant,43.0,Hyundai,,6.0,Personnel,20000.0,RC,0.74,1,800.0,0,0.0
POL-00567,-5,Femme,Marrakech,Independant,47.0,Dacia,8.0,8.0,Personnel,15000.0,RC,,0,867.11,0,0.0
POL-00568,47,Femme,Agadir,,28.0,Peugeot,0.0,4.0,Personnel,30000.0,Tous_Risques,1.14,0,978.31,0,0.0
POL-00569,63,Femme,Rabat,Commercant,42.0,Renault,13.0,7.0,Personnel,10000.0,Tiers_Etendu,0.86,3,1068.22,0,0.0
POL-00570,69,Femme,Casablanca,Employe,50.0,Toyota,19.0,8.0,Personnel,40000.0,Tiers_Etendu,0.81,0,1233.41,0,0.0
